Gene name (systematic),L (in codon),alpha_phys,rho_phys (E)
YJR084W,424,0.06591,0.01165
YJR085C,106,0.14390,0.02247
YJR086W,111,0.35065,0.05007
YJR087W,117,0.38723,0.05323
YJR088C,293,0.10699,0.01648
YJR089W,955,0.02546,0.00424
YJR090C,1152,0.03132,0.00581
YJR091C,1092,0.02690,0.00458
YJR092W,1449,0.02552,0.00441
YJR093C,328,0.10313,0.01650
YJR094C,361,0.05493,0.00781
YJR095W,323,0.13803,0.01939
YJR096W,283,0.10117,0.01371
YJR097W,173,0.09376,0.01452
YJR098C,656,0.05333,0.00821
YJR099W,237,0.11134,0.01640
YJR100C,328,0.06175,0.01031
YJR101W,267,0.05749,0.00964
YJR102C,203,0.11333,0.01741
YJR103W,565,0.05997,0.01060
YJR104C,155,0.17814,0.02008
YJR105W,341,0.15919,0.01751
YJR106W,726,0.03315,0.00635
YJR107W,329,0.05303,0.00864
YJR108W,124,0.11503,0.01872
YJR109C,1119,0.10437,0.01310
YJR110W,689,0.03682,0.00620
YJR111C,284,0.10891,0.01567
YJR112W,202,0.09822,0.01803
YJR113C,248,0.09062,0.01507
YJR114W,131,0.24183,0.03980
YJR115W,170,0.06547,0.01187
YJR116W,280,0.05174,0.00992
YJR117W,454,0.28168,0.02459
YJR118C,204,0.14627,0.02268
YJR119C,729,0.04467,0.00754
YJR120W,117,0.22332,0.04400
YJR121W,512,0.08118,0.00941
YJR122W,498,0.05027,0.00792
YJR123W,226,0.17288,0.01408
YJR124C,449,0.08807,0.01382
YJR125C,409,0.11884,0.01684
YJR126C,812,0.05712,0.00935
YJR127C,1381,0.02156,0.00392
YJR128W,120,0.30725,0.05075
YJR129C,340,0.06945,0.01239
YJR130C,640,0.04609,0.00808
YJR131W,550,0.12804,0.02115
YJR132W,1049,0.03066,0.00522
YJR133W,210,0.20198,0.02244
YJR134C,708,0.04830,0.00735
YJR135C,240,0.25525,0.03983
YJR136C,422,0.06172,0.01247
YJR137C,1443,0.01239,0.00178
YJR138W,1585,0.04366,0.00722
YJR139C,360,0.16221,0.01717
YJR140C,1649,0.01691,0.00291
YJR141W,348,0.05798,0.00978
YJR142W,343,0.11001,0.01645
YJR143C,763,0.10573,0.01354
YJR144W,270,0.09058,0.01326
YJR145C,262,0.20344,0.01602
YJR146W,118,0.16669,0.03543
YJR147W,359,0.02929,0.00562
YJR148W,377,0.12894,0.01683
YJR149W,405,0.08076,0.01238
YJR150C,299,0.10005,0.01177
YJR151C,1162,0.07047,0.01015
YJR152W,544,0.02340,0.00371
YJR153W,362,0.04748,0.00653
YJR154W,347,0.05096,0.00815
YJR155W,289,0.04586,0.00752
YJR156C,341,0.13897,0.01497
YJR157W,121,0.35083,0.05469
YJR158W,568,0.02044,0.00356
YJR159W,358,0.06560,0.00907
YJR160C,603,0.01998,0.00335
YJR161C,384,0.09633,0.01571
YJR162C,117,0.54050,0.04540
YKL001C,203,0.10547,0.01407
YKL002W,233,0.13031,0.02147
YKL003C,132,0.62622,0.04167
YKL004W,402,0.05158,0.00863
YKL005C,595,0.04181,0.00703
YKL006W,139,0.17478,0.01452
YKL007W,269,0.11113,0.01636
YKL008C,419,0.16871,0.02006
YKL009W,237,0.15532,0.01826
YKL010C,1484,0.05147,0.00823
YKL011C,354,0.05549,0.00962
YKL012W,584,0.03821,0.00683
YKL013C,172,0.08829,0.01346
YKL014C,1765,0.01637,0.00264
YKL015W,980,0.02179,0.00346
YKL016C,175,0.11545,0.01524
YKL017C,684,0.03821,0.00647
YKL018W,330,0.09403,0.01482
YKL019W,317,0.07582,0.01260
YKL020C,1083,0.03280,0.00554
YKL021C,469,0.10031,0.01477
YKL022C,841,0.03852,0.00645
YKL023W,278,0.08933,0.01691
YKL024C,205,0.06968,0.00996
YKL025C,680,0.05464,0.00853
YKL026C,168,0.42412,0.06679
YKL027W,448,0.10844,0.01646
YKL028W,483,0.05966,0.00871
YKL029C,670,0.11702,0.01535
YKL030W,202,0.29967,0.04554
YKL031W,138,0.25119,0.03373
YKL032C,598,0.06887,0.01180
YKL033W,1039,0.02891,0.00519
YKL034W,759,0.05107,0.00951
YKL035W,500,0.14873,0.01824
YKL036C,131,4.19855,0.06888
YKL037W,119,0.34897,0.04001
YKL038W,1171,0.01983,0.00365
YKL039W,524,0.13731,0.01777
YKL040C,257,0.12213,0.01740
YKL041W,225,0.13902,0.02071
YKL042W,364,0.22856,0.03043
YKL043W,367,0.06493,0.01075
YKL044W,107,0.28394,0.03907
YKL045W,529,0.07738,0.01224
YKL046C,450,0.17821,0.01925
YKL047W,517,0.06682,0.01207
YKL048C,641,0.03391,0.00602
YKL049C,230,0.25039,0.03261
YKL050C,923,0.03435,0.00592
YKL051W,354,0.09858,0.01548
YKL052C,293,0.06528,0.01265
YKL053W,125,0.14714,0.02899
YKL054C,739,0.10948,0.01529
YKL055C,279,0.06156,0.00980
YKL056C,168,0.15522,0.01357
YKL057C,1038,0.05314,0.00881
YKL058W,123,0.10207,0.01641
YKL059C,442,0.07205,0.01099
YKL060C,360,0.25349,0.01982
YKL061W,114,0.23006,0.03740
YKL062W,631,0.06389,0.00970
YKL063C,168,0.19980,0.02312
YKL064W,970,0.04156,0.00686
YKL065C,207,0.08313,0.01261
YKL066W,148,0.07987,0.01732
YKL067W,154,0.14182,0.01745
YKL068W,960,0.03637,0.00637
YKL069W,181,0.13759,0.01859
YKL070W,170,0.10292,0.01580
YKL071W,257,0.05294,0.00872
YKL072W,767,0.04283,0.00746
YKL073W,882,0.09164,0.01284
YKL074C,528,0.06116,0.01059
YKL075C,451,0.06941,0.01072
YKL076C,128,0.28038,0.03643
YKL077W,393,0.13602,0.01577
YKL078W,736,0.05232,0.00921
YKL079W,657,0.05146,0.00870
YKL080W,393,0.08897,0.01258
YKL081W,413,0.17667,0.01715
YKL082C,435,0.11117,0.01252
YKL084W,117,0.34647,0.05637
YKL085W,335,0.14875,0.01699
YKL087C,225,0.10008,0.01523
YKL088W,572,0.06994,0.01180
YKL089W,550,0.06586,0.01002
YKL090W,444,0.04374,0.00775
YKL091C,311,0.10820,0.01570
YKL092C,1105,0.02837,0.00497
YKL093W,340,0.03139,0.00594
YKL094W,314,0.09387,0.01435
YKL095W,279,0.10106,0.01715
YKL096W,240,0.21238,0.02440
YKL097C,137,0.22581,0.03401
YKL098W,358,0.04511,0.00837
YKL099C,251,0.11982,0.01647
YKL100C,588,0.12305,0.01799
YKL101W,1519,0.04270,0.00705
YKL102C,102,0.30332,0.05541
YKL103C,515,0.16216,0.02067
YKL104C,718,0.11132,0.01334
YKL105C,1133,0.02840,0.00510
YKL106W,452,0.05491,0.00860
YKL107W,310,0.04404,0.00746
YKL108W,454,0.07861,0.01247
YKL109W,555,0.03993,0.00596
YKL110C,314,0.07092,0.01107
YKL111C,112,0.45809,0.05372
YKL112W,732,0.07224,0.01077
YKL113C,383,0.13505,0.02103
YKL114C,368,0.10334,0.01388
YKL115C,131,0.17271,0.03241
YKL116C,519,0.04612,0.00799
YKL117W,217,0.20637,0.02209
YKL118W,104,0.18433,0.02855
YKL119C,216,0.09053,0.01609
YKL120W,325,0.16624,0.02309
YKL121W,853,0.03074,0.00488
YKL124W,580,0.04860,0.00772
YKL125W,628,0.07704,0.01239
YKL126W,681,0.03822,0.00584
YKL127W,571,0.16916,0.01818
YKL128C,296,0.07687,0.01268
YKL129C,1272,0.02347,0.00383
YKL130C,247,0.11953,0.01835
YKL131W,174,0.49984,0.05041
YKL132C,431,0.05074,0.00877
YKL133C,464,0.15858,0.02433
YKL134C,771,0.04516,0.00719
YKL135C,727,0.07362,0.01199
YKL137W,112,0.89214,0.05597
YKL138C,132,0.32306,0.04127
YKL139W,529,0.06257,0.01037
YKL140W,549,0.10140,0.01513
YKL141W,199,0.11778,0.01813
YKL142W,220,0.16661,0.02203
YKL143W,464,0.09550,0.01319
YKL144C,213,0.22392,0.02520
YKL145W,468,0.11866,0.01629
YKL146W,693,0.07523,0.01328
YKL147C,206,0.39049,0.04863
YKL148C,641,0.13706,0.01649
YKL149C,406,0.09395,0.01400
YKL150W,303,0.20030,0.02574
YKL151C,338,0.09439,0.01552
YKL152C,248,0.23656,0.01841
YKL153W,170,0.18212,0.03266
YKL154W,245,0.12455,0.01472
YKL155C,629,0.04555,0.00797
YKL156W,83,0.25094,0.02842
YKL157W,936,0.11471,0.01436
YKL159C,212,0.56325,0.05060
YKL160W,146,0.23201,0.03624
YKL161C,434,0.05145,0.00886
YKL162C-A,51,0.07641,0.01394
YKL163W,326,0.19433,0.02268
YKL164C,342,0.25456,0.02188
YKL165C-A,78,0.06987,0.01431
YKL166C,399,0.07710,0.01142
YKL167C,138,0.46911,0.06810
YKL168C,725,0.03899,0.00651
YKL171W,929,0.01934,0.00327
YKL172W,428,0.13982,0.01700
YKL173W,1009,0.06052,0.01055
YKL174C,619,0.12000,0.01821
YKL175W,504,0.12875,0.01911
YKL176C,829,0.01277,0.00244
YKL178C,471,0.10656,0.01632
YKL179C,680,0.05324,0.00893
YKL180W,185,0.86948,0.04542
YKL181W,428,0.09013,0.01148
YKL182W,2052,0.06171,0.00745
YKL183W,307,0.09012,0.01583
YKL184W,467,0.08226,0.01220
YKL185W,589,0.06227,0.01112
YKL186C,185,1.10305,0.06576
YKL187C,751,0.01641,0.00289
YKL188C,854,0.02374,0.00430
YKL189W,400,0.07863,0.01346
YKL190W,176,0.07289,0.01171
YKL191W,535,0.05250,0.00886
YKL192C,126,0.15273,0.02017
YKL193C,339,0.11532,0.01730
YKL194C,463,0.07930,0.01164
YKL195W,404,0.10044,0.01312
YKL196C,201,0.10362,0.01510
YKL197C,1044,0.02448,0.00417
YKL198C,650,0.09112,0.01481
YKL201C,1179,0.01117,0.00179
YKL202W,194,0.03447,0.01041
YKL203C,2475,0.01162,0.00204
YKL204W,633,0.10073,0.01524
YKL205W,1101,0.05723,0.00821
YKL206C,268,0.09064,0.01581
YKL207W,254,0.10769,0.01845
YKL208W,272,0.08565,0.01440
YKL209C,1291,0.05724,0.00963
YKL210W,1025,0.09676,0.01260
YKL211C,485,0.11033,0.01720
YKL212W,624,0.09586,0.01307
YKL213C,716,0.07374,0.01128
YKL214C,204,0.10391,0.01730
YKL215C,1287,0.02305,0.00369
YKL216W,315,0.17483,0.02214
YKL217W,617,0.07577,0.01022
YKL218C,327,0.06885,0.01247
YKL219W,408,0.09202,0.01580
YKL220C,712,0.01873,0.00337
YKL221W,474,0.07368,0.01280
YKL222C,706,0.01635,0.00286
YKL223W,111,0.61207,0.06595
YKL224C,124,0.21014,0.01802
YKR001C,705,0.10871,0.01542
YKR002W,569,0.07789,0.01208
YKR003W,449,0.07559,0.01164
YKR004C,378,0.10069,0.01486
YKR005C,526,0.07216,0.01166
YKR006C,265,0.12115,0.01571
YKR007W,185,0.21781,0.03152
YKR008W,626,0.06791,0.01059
YKR009C,901,0.01959,0.00321
YKR010C,772,0.03671,0.00620
YKR011C,354,0.10543,0.01639
YKR012C,126,0.36764,0.04599
YKR013W,330,0.18316,0.02181
YKR014C,235,0.12774,0.01621
YKR015C,569,0.04588,0.00779
YKR016W,541,0.09115,0.01428
YKR017C,552,0.06505,0.01007
YKR018C,726,0.08581,0.01259
YKR019C,616,0.04980,0.00839
YKR020W,165,0.18333,0.02558
YKR021W,916,0.03117,0.00532
YKR022C,323,0.05670,0.00979
YKR023W,531,0.06719,0.01093
YKR024C,743,0.07262,0.01145
YKR025W,283,0.08954,0.01415
YKR026C,306,0.12085,0.01835
YKR027W,766,0.04120,0.00728
YKR028W,1099,0.06321,0.01049
YKR029C,752,0.05167,0.00809
YKR030W,274,0.10205,0.01752
YKR031C,1684,0.04097,0.00655
YKR033C,142,0.28752,0.04418
YKR034W,270,0.05393,0.00938
YKR035C,214,0.11556,0.01735
YKR036C,644,0.03328,0.00574
YKR037C,296,0.11481,0.01727
YKR038C,387,0.06014,0.01081
YKR039W,603,0.15698,0.01821
YKR040C,168,0.18092,0.02776
YKR041W,251,0.05797,0.00921
YKR042W,366,0.14359,0.01429
YKR043C,272,0.17601,0.02072
YKR044W,444,0.02646,0.00483
YKR045C,184,0.06594,0.01301
YKR046C,284,0.12180,0.01848
YKR047W,102,0.18957,0.06066
YKR048C,418,0.12313,0.01880
YKR049C,134,0.25365,0.03914
YKR050W,890,0.01487,0.00258
YKR051W,419,0.02856,0.00482
YKR052C,305,0.10794,0.01540
YKR053C,405,0.07700,0.01331
YKR054C,4093,0.00633,0.00118
YKR055W,292,0.09355,0.01680
YKR056W,640,0.11607,0.01623
YKR057W,88,0.25413,0.02294
YKR058W,617,0.17076,0.02549
YKR059W,396,0.20400,0.01759
YKR060W,275,0.12369,0.01866
YKR061W,426,0.05369,0.00900
YKR062W,329,0.08615,0.01122
YKR063C,503,0.05342,0.00915
YKR064W,864,0.02810,0.00459
YKR065C,198,0.13667,0.02146
YKR066C,362,0.19627,0.02273
YKR067W,744,0.11815,0.01744
YKR068C,194,0.11363,0.01727
YKR069W,594,0.04386,0.00746
YKR070W,353,0.08955,0.01346
YKR071C,349,0.12892,0.01594
YKR072C,563,0.04477,0.00728
YKR073C,107,0.11430,0.02218
YKR074W,156,0.26078,0.03038
YKR075C,308,0.13281,0.02033
YKR076W,371,0.09037,0.01217
YKR077W,364,0.08397,0.01484
YKR078W,586,0.05815,0.00941
YKR079C,839,0.06050,0.00914
YKR080W,321,0.09262,0.01294
YKR081C,345,0.16273,0.01866
YKR082W,1158,0.07014,0.01087
YKR083C,134,0.24536,0.03339
YKR084C,612,0.08601,0.01340
YKR085C,196,0.06111,0.01030
YKR086W,1072,0.02240,0.00394
YKR087C,346,0.09276,0.01485
YKR088C,338,0.07934,0.01189
YKR089C,911,0.03579,0.00605
YKR090W,707,0.04315,0.00745
YKR091W,247,0.25524,0.03349
YKR092C,407,0.10546,0.01463
YKR093W,602,0.15503,0.01788
YKR094C,129,0.49968,0.03764
YKR095W,1876,0.02104,0.00347
YKR096W,1196,0.03866,0.00627
YKR097W,550,0.05874,0.00750
YKR098C,718,0.02217,0.00371
YKR099W,812,0.03014,0.00507
YKR100C,356,0.07787,0.01306
YKR101W,679,0.04959,0.00866
YKR102W,1170,0.02201,0.00360
YKR103W,1219,0.00922,0.00166
YKR104W,307,0.08244,0.01269
YKR105C,583,0.08031,0.01416
YKR106W,616,0.10063,0.01741
YLL001W,758,0.10522,0.01483
YLL002W,437,0.05135,0.00904
YLL003W,947,0.01874,0.00359
YLL004W,617,0.06018,0.01011
YLL005C,869,0.02834,0.00520
YLL006W,427,0.07137,0.01251
YLL007C,666,0.06225,0.01102
YLL008W,753,0.10056,0.01368
YLL009C,70,0.29833,0.03458
YLL010C,428,0.07002,0.01203
YLL011W,490,0.10449,0.01543
YLL012W,574,0.11739,0.01961
YLL013C,880,0.03953,0.00641
YLL014W,109,0.10925,0.01852
YLL015W,1560,0.04766,0.00764
YLL018C,558,0.12831,0.01661
YLL019C,738,0.02138,0.00357
YLL020C,102,0.34096,0.03869
YLL021W,1467,0.00947,0.00154
YLL022C,386,0.08707,0.01446
YLL023C,280,0.16027,0.02301
YLL024C,640,0.18515,0.01467
YLL025W,125,0.44164,0.03258
YLL026W,909,0.13482,0.01584
YLL027W,251,0.13214,0.01780
YLL028W,587,0.12429,0.01692
YLL029W,750,0.06913,0.01141
YLL030C,114,0.25426,0.04419
YLL031C,1018,0.07671,0.01146
YLL032C,826,0.04155,0.00667
YLL033W,231,0.08633,0.01604
YLL034C,838,0.08222,0.01164
YLL035W,633,0.05295,0.00874
YLL036C,504,0.06926,0.01115
YLL037W,127,0.70623,0.04388
YLL038C,248,0.06783,0.01341
YLL039C,382,0.12925,0.01819
YLL040C,3145,0.00958,0.00160
YLL041C,267,0.11031,0.01596
YLL042C,168,0.18438,0.02795
YLL043W,670,0.05866,0.00923
YLL044W,149,0.12900,0.02719
YLL045C,257,0.25037,0.01972
YLL046C,250,0.11980,0.01651
YLL047W,128,0.22178,0.03548
YLL048C,1662,0.06281,0.00894
YLL049W,180,0.24713,0.02850
YLL050C,144,0.25474,0.02372
YLL051C,713,0.03542,0.00604
YLL052C,150,0.20173,0.02707
YLL053C,153,0.29830,0.02881
YLL054C,770,0.04031,0.00690
YLL055W,532,0.02848,0.00485
YLL056C,299,0.05799,0.00936
YLL057C,413,0.06771,0.01061
YLL058W,576,0.11085,0.01700
YLL059C,169,0.18089,0.02983
YLL060C,234,0.07405,0.01405
YLL061W,584,0.07342,0.01198
YLL062C,325,0.10039,0.01611
YLL063C,475,0.05683,0.01008
YLL064C,121,0.21097,0.01791
YLL065W,117,0.23234,0.02921
YLR001C,863,0.03346,0.00615
YLR002C,664,0.08106,0.01338
YLR003C,292,0.04825,0.00793
YLR004C,524,0.05445,0.00821
YLR005W,462,0.05558,0.00949
YLR006C,713,0.02897,0.00524
YLR007W,337,0.03880,0.00704
YLR008C,169,0.08021,0.01194
YLR009W,200,0.19019,0.01870
YLR010C,161,0.09707,0.01466
YLR011W,192,0.10866,0.01951
YLR012C,100,0.75179,0.04874
YLR013W,142,0.15291,0.02416
YLR014C,905,0.01838,0.00315
YLR015W,506,0.05974,0.00944
YLR016C,205,0.12687,0.02055
YLR017W,338,0.11112,0.01551
YLR018C,300,0.08902,0.01652
YLR019W,398,0.04349,0.00716
YLR020C,539,0.06671,0.01067
YLR021W,180,0.11252,0.01651
YLR022C,251,0.07489,0.01149
YLR023C,544,0.06032,0.00943
YLR024C,1873,0.02262,0.00392
YLR025W,241,0.09036,0.01464
YLR026C,341,0.09677,0.01539
YLR027C,419,0.09297,0.01331
YLR028C,592,0.07953,0.01259
YLR029C,205,0.28254,0.02156
YLR030W,264,0.11130,0.01858
YLR031W,187,0.16660,0.02603
YLR032W,1170,0.03384,0.00569
YLR033W,503,0.07229,0.01149
YLR034C,474,0.12389,0.01469
YLR035C,696,0.04390,0.00765
YLR036C,204,0.07296,0.01070
YLR037C,125,0.44644,0.03232
YLR038C,84,0.30258,0.03051
YLR039C,1057,0.03067,0.00510
YLR040C,225,0.13034,0.01876
YLR041W,107,0.27976,0.03831
YLR043C,104,0.25293,0.02355
YLR044C,564,0.18691,0.01483
YLR045C,889,0.03765,0.00663
YLR046C,271,0.24024,0.04037
YLR047C,687,0.02278,0.00410
YLR048W,253,0.22034,0.01801
YLR049C,429,0.07780,0.01233
YLR050C,162,0.11131,0.01680
YLR051C,218,0.22939,0.03244
YLR052W,251,0.05477,0.00912
YLR054C,725,0.07320,0.01225
YLR055C,603,0.07407,0.01327
YLR056W,366,0.12819,0.01894
YLR057W,850,0.04122,0.00695
YLR058C,470,0.23364,0.02016
YLR059C,270,0.05894,0.00973
YLR060W,596,0.13806,0.01517
YLR061W,122,0.21876,0.01655
YLR062C,126,0.10394,0.02413
YLR063W,366,0.10093,0.01587
YLR064W,274,0.18788,0.02827
YLR065C,182,0.40160,0.04091
YLR066W,185,0.13535,0.01722
YLR067C,966,0.01703,0.00311
YLR068W,152,0.20140,0.02998
YLR069C,762,0.09301,0.01261
YLR070C,357,0.32690,0.05233
YLR071C,1083,0.02841,0.00475
YLR072W,694,0.04853,0.00833
YLR073C,201,0.07643,0.01353
YLR074C,167,0.18181,0.02608
YLR075W,222,0.17658,0.01444
YLR076C,141,0.11106,0.02191
YLR077W,584,0.05832,0.00931
YLR078C,245,0.26149,0.02726
YLR079W,285,0.06937,0.01325
YLR080W,445,0.16023,0.02479
YLR081W,575,0.26608,0.02719
YLR082C,393,0.08448,0.01337
YLR083C,668,0.12724,0.01604
YLR084C,1221,0.05003,0.00840
YLR085C,439,0.06944,0.01219
YLR086W,1419,0.01823,0.00318
YLR087C,2959,0.01104,0.00198
YLR088W,615,0.12513,0.01895
YLR089C,593,0.10716,0.01512
YLR090W,460,0.06827,0.01014
YLR091W,294,0.08851,0.01638
YLR092W,894,0.02655,0.00422
YLR093C,254,0.09096,0.01449
YLR094C,503,0.06062,0.01065
YLR095C,813,0.03597,0.00646
YLR096W,1148,0.03581,0.00616
YLR097C,345,0.04131,0.00691
YLR098C,649,0.12988,0.01887
YLR099C,395,0.05533,0.01039
YLR100W,348,0.11302,0.01557
YLR101C,132,0.32235,0.03934
YLR102C,266,0.07641,0.01477
YLR103C,651,0.05363,0.00867
YLR104W,132,0.39242,0.05533
YLR105C,378,0.03644,0.00658
YLR107W,405,0.05554,0.00962
YLR108C,486,0.04784,0.00817
YLR109W,177,0.31433,0.02689
YLR110C,134,0.33815,0.02510
YLR111W,111,0.12256,0.02044
YLR112W,140,0.20625,0.02888
YLR113W,436,0.09977,0.01486
YLR114C,765,0.04899,0.00772
YLR115W,860,0.05367,0.00901
YLR116W,477,0.06860,0.01194
YLR117C,688,0.04135,0.00714
YLR118C,228,0.09629,0.01382
YLR119W,214,0.63674,0.05308
YLR120C,570,0.10409,0.01590
YLR121C,509,0.08804,0.01431
YLR122C,126,0.25031,0.03639
YLR125W,137,0.23185,0.03150
YLR126C,252,0.22640,0.02913
YLR127C,854,0.03581,0.00631
YLR128W,270,0.08988,0.01472
YLR129W,944,0.07349,0.01107
YLR130C,423,0.04089,0.00707
YLR131C,771,0.03114,0.00558
YLR132C,291,0.24280,0.03863
YLR133W,583,0.10660,0.01667
YLR134W,564,0.18152,0.01550
YLR135W,749,0.03102,0.00516
YLR136C,286,0.07593,0.01259
YLR137W,368,0.05735,0.01118
YLR138W,986,0.07600,0.01209
YLR139C,644,0.04337,0.00763
YLR140W,109,0.76441,0.06061
YLR141W,364,0.07563,0.01278
YLR142W,477,0.08402,0.01230
YLR143W,686,0.08481,0.01282
YLR144C,780,0.06318,0.00944
YLR146C,301,0.08985,0.01224
YLR147C,102,0.12675,0.02212
YLR148W,919,0.02333,0.00406
YLR149C-A,29,0.03899,0.00648
YLR150W,274,0.20603,0.01692
YLR151C,341,0.41920,0.03529
YLR152C,577,0.02301,0.00396
YLR153C,684,0.16352,0.01740
YLR155C,363,0.07967,0.01066
YLR157C,363,0.05415,0.00760
YLR158C,363,0.05213,0.00749
YLR160C,363,0.08404,0.01111
YLR162W,119,0.11585,0.01696
YLR163C,463,0.09821,0.01463
YLR164W,169,0.19701,0.02923
YLR165C,255,0.17074,0.02206
YLR166C,872,0.03142,0.00478
YLR167W,153,0.15262,0.01319
YLR168C,231,0.28100,0.04638
YLR169W,118,0.19511,0.03566
YLR170C,157,0.15163,0.02259
YLR171W,130,0.19264,0.02846
YLR172C,301,0.17340,0.01751
YLR173W,609,0.04947,0.00915
YLR174W,413,0.05911,0.00894
YLR175W,484,0.12633,0.01415
YLR176C,812,0.03901,0.00681
YLR177W,629,0.03458,0.00617
YLR178C,220,0.41768,0.04948
YLR179C,202,0.08927,0.01358
YLR180W,383,0.20804,0.02079
YLR181C,331,0.09829,0.01558
YLR182W,804,0.04620,0.00744
YLR183C,490,0.07674,0.01218
YLR184W,116,0.25522,0.03836
YLR185W,89,0.27544,0.02268
YLR186W,253,0.11638,0.01772
YLR187W,1027,0.03009,0.00528
YLR188W,696,0.10009,0.01452
YLR189C,1199,0.05302,0.00893
YLR190W,492,0.05222,0.00901
YLR191W,387,0.07669,0.01303
YLR192C,266,0.18504,0.02140
YLR193C,176,0.46203,0.04649
YLR194C,255,0.12705,0.02003
YLR195C,456,0.11450,0.01562
YLR196W,577,0.11382,0.01515
YLR197W,505,0.13776,0.01537
YLR198C,120,0.27463,0.06462
YLR199C,277,0.14298,0.02256
YLR200W,115,0.54575,0.05999
YLR201C,261,0.09734,0.01352
YLR202C,109,0.46981,0.04369
YLR203C,437,0.07603,0.01163
YLR204W,112,0.61396,0.05249
YLR205C,318,0.14248,0.02248
YLR206W,614,0.05437,0.00981
YLR207W,834,0.04149,0.00673
YLR208W,298,0.12877,0.01599
YLR209C,312,0.09813,0.01492
YLR210W,461,0.07154,0.01058
YLR211C,227,0.24433,0.03499
YLR212C,474,0.07805,0.01309
YLR213C,423,0.08158,0.01220
YLR214W,687,0.09779,0.01518
YLR215C,361,0.09304,0.01546
YLR216C,372,0.14791,0.01911
YLR217W,108,0.47764,0.05967
YLR218C,151,0.71286,0.07166
YLR219W,729,0.04875,0.00862
YLR220W,323,0.10244,0.01614
YLR221C,221,0.09392,0.01367
YLR222C,818,0.09040,0.01378
YLR223C,1086,0.03238,0.00513
YLR224W,370,0.03010,0.00545
YLR225C,408,0.09698,0.01488
YLR226W,396,0.08564,0.01365
YLR227C,494,0.06506,0.01103
YLR228C,815,0.02828,0.00497
YLR229C,192,0.08670,0.01342
YLR230W,102,0.14914,0.02632
YLR231C,454,0.10575,0.01637
YLR232W,116,0.83446,0.07327
YLR233C,700,0.01943,0.00329
YLR234W,657,0.04903,0.00850
YLR235C,133,0.16120,0.03675
YLR237W,599,0.12638,0.01463
YLR238W,479,0.04580,0.00779
YLR239C,329,0.05657,0.00829
YLR240W,876,0.03370,0.00578
YLR241W,783,0.05883,0.01005
YLR242C,322,0.03401,0.00627
YLR243W,273,0.11039,0.01728
YLR244C,388,0.13477,0.01788
YLR245C,143,0.10125,0.01567
YLR246W,360,0.03010,0.00561
YLR247C,1557,0.05963,0.00980
YLR248W,611,0.08300,0.01053
YLR249W,1045,0.13793,0.01110
YLR250W,235,0.17773,0.01996
YLR251W,198,0.52353,0.05164
YLR253W,570,0.04555,0.00806
YLR254C,190,0.58810,0.05645
YLR255C,118,0.40868,0.06683
YLR256W,1503,0.04572,0.00744
YLR257W,322,0.10423,0.01547
YLR258W,706,0.03756,0.00580
YLR259C,573,0.22618,0.02314
YLR260W,688,0.05371,0.00898
YLR261C,109,0.36496,0.06351
YLR262C,216,0.45734,0.04966
YLR263W,828,0.02502,0.00428
YLR264W,68,0.40768,0.02968
YLR265C,343,0.03814,0.00627
YLR266C,702,0.01653,0.00287
YLR267W,571,0.04644,0.00750
YLR268W,215,0.05637,0.00939
YLR270W,351,0.13841,0.01862
YLR271W,275,0.05576,0.00886
YLR272C,1177,0.02725,0.00464
YLR273C,649,0.03386,0.00547
YLR274W,776,0.06882,0.01030
YLR276C,595,0.07979,0.01177
YLR277C,780,0.04958,0.00801
YLR278C,1342,0.01375,0.00240
YLR279W,130,0.28730,0.05432
YLR280C,117,0.88751,0.09161
YLR281C,156,0.43487,0.06873
YLR282C,114,2.09343,0.08521
YLR283W,315,0.27053,0.03384
YLR284C,281,0.09182,0.01301
YLR285W,262,0.15448,0.02078
YLR286C,563,0.22053,0.01940
YLR287C,356,0.09026,0.01418
YLR288C,475,0.06171,0.01034
YLR289W,646,0.04667,0.00807
YLR290C,278,0.10901,0.01638
YLR291C,382,0.10062,0.01408
YLR292C,194,0.10618,0.01622
YLR293C,220,0.24853,0.02182
YLR294C,110,0.21162,0.03136
YLR296W,109,0.21053,0.03227
YLR297W,130,0.09088,0.01597
YLR298C,232,0.10168,0.01633
YLR299W,661,0.10700,0.01665
YLR300W,449,0.36020,0.01996
YLR301W,245,0.06729,0.00824
YLR302C,121,0.33965,0.05289
YLR303W,445,0.19451,0.01968
YLR304C,779,0.14235,0.01378
YLR305C,1901,0.03737,0.00640
YLR306W,189,0.20307,0.03435
YLR307W,302,0.23652,0.03542
YLR308W,313,0.09081,0.01450
YLR309C,912,0.10565,0.01513
YLR310C,1590,0.04974,0.00808
YLR311C,116,0.89309,0.07637
YLR312C,399,0.12318,0.02038
YLR313C,662,0.02124,0.00380
YLR314C,521,0.10351,0.01519
YLR315W,154,0.11859,0.02098
YLR316C,323,0.05774,0.01079
YLR317W,145,0.27174,0.05416
YLR319C,789,0.04050,0.00684
YLR320W,1455,0.03169,0.00573
YLR321C,427,0.10249,0.01357
YLR322W,105,0.32545,0.05984
YLR323C,260,0.07653,0.01405
YLR324W,524,0.06457,0.01113
YLR325C,79,0.37989,0.02555
YLR326W,241,0.08409,0.01326
YLR327C,87,0.25415,0.03017
YLR328W,402,0.08621,0.01224
